Unique ID,Card Name,Card Type,Card Stage,Rarity,Set,Series,Count,Image URL
1001,Sandile,Darkness,Basic,C,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_113.png
1002,Sandile,Darkness,Basic,C,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_114.png
1003,Krokorok,Darkness,Stage 1,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_115.png
1004,Krookodile,Darkness,Stage 2,R,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_116.png
1005,Sneasel,Darkness,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_131.png
1006,Sneasel,Darkness,Basic,C,"CES, Celestial Storm",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_86.png
1007,Carvanha,Darkness,Basic,C,"UNB, Unbroken Bonds",SM,9,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_110.png
1008,Sharpedo,Darkness,Stage 1,R,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_111.png
1009,Purrloin,Darkness,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_135.png
1010,Tyranitar,Darkness,Stage 2,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_87.png
1011,Shroodle,Darkness,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_120.png
1012,Deino,Darkness,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_117.png
1013,Zoroark,Darkness,Stage 1,R,"SFA, Shrouded Fable",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV6PT5/SV6PT5_EN_32.png
1014,Brute Bonnet,Darkness,Basic,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_118.png
1015,Impidimp,Darkness,Basic,C,"SCR, Stellar Crown",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV07/SV07_EN_94.png
1016,Malamar,Darkness,Stage 1,U,"OBF, Obsidian Flames",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV03/SV03_EN_138.png
1017,Umbreon,Darkness,Stage 1,U,"OBF, Obsidian Flames",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV03/SV03_EN_130.png
1018,Venipede,Darkness,Basic,C,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_115.png
1019,Whirlipede,Darkness,Stage 1,C,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_116.png
1020,Scolipede,Darkness,Stage 2,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_117.png
1021,Mightyena,Darkness,Stage 1,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_114.png
1022,Morelull,Fairy,Basic,C,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_147.png
1023,Shiinotic,Fairy,Stage 1,U,"LOT, Lost Thunder",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_148.png
1024,Carbink,Fairy,Basic,U,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_143.png
1025,Marill,Fairy,Basic,C,"LOT, Lost Thunder",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_135.png
1026,Azumarill,Fairy,Stage 1,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_136.png
1027,Togepi,Fairy,Basic,C,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_136.png
1028,Togetic,Fairy,Stage 1,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_137.png
1029,Cottonee,Fairy,Basic,C,"UNB, Unbroken Bonds",SM,8,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_139.png
1030,Whimsicott,Fairy,Stage 1,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_144.png
1031,Cutiefly,Fairy,Basic,C,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_145.png
1032,Ribombee,Fairy,Stage 1,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_146.png
1033,Ralts,Fairy,Basic,C,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_139.png
1034,Kirlia,Fairy,Stage 1,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_140.png
1035,Snubbull,Fairy,Basic,C,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_137.png
1036,Spritzee,Fairy,Basic,C,"UNB, Unbroken Bonds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_141.png
1037,Aromatisse,Fairy,Stage 1,R,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_142.png
1038,Jigglypuff,Fairy,Basic,C,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_134.png
1039,Jigglypuff,Fairy,Basic,C,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_133.png
1040,Wigglytuff,Fairy,Stage 1,R,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_135.png
1041,Whimsicott GX,Fairy,Stage 1,RR,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_140.png
1042,Alolan Ninetails GX,Fairy,Stage 1,RR,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_132.png
1043,Gardevoir & Sylveon GX,Fairy,Basic,RR,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_130.png
1044,Cleffa,Fairy,Basic,U,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_131.png
1045,Clefairy,Fairy,Basic,C,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_132.png
1046,Clefable,Fairy,Stage 1,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_133.png
1047,Medical Energy,Energy,,U,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_182.png
1048,Weakness Guard Energy,Energy,,U,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_213.png
1049,Rapid Strike Energy,Energy,,U,"BST, Battle Styles",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_140.png
1050,Speed Energy,Energy,,U,"RCL, Rebel Clash",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH2/SWSH2_EN_173.png
1051,Single Strike Energy,Energy,,U,"BST, Battle Styles",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_141.png
1052,Coating Energy,Energy,,U,"VIV, Vivid Voltage",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_163.png
1053,Recycle Energy,Energy,,U,"UNM, Unified Minds",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_212.png
1054,Triple Acceleration Energy,Energy,,U,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_190.png
1055,Super Boost Energy,Energy,,R,"UPR, Ultra Prism",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM5/SM5_EN_136.png
1056,Beast Energy,Energy,,R,"FLI, Forbidden Light",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM6/SM6_EN_117.png
1057,Capture Energy,Energy,,U,"RCL, Rebel Clash",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH2/SWSH2_EN_171.png
1058,Spiral Energy,Energy,,U,"CRE, Chilling Reign",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_159.png
1059,Aurora Energy,Energy,,U,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_186.png
1060,Unit Energy,Energy,,U,"UPR, Ultra Prism",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM5/SM5_EN_138.png
1061,Double Turbo Energy,Energy,,U,"ASR, Astral Radiance",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH9/SWSH9_EN_151.png
1062,Therapeutic Energy,Energy,,U,"PAL, Paldea Evolved",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_193.png
1063,Boomerang Energy,Energy,,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_166.png
1064,Legacy Energy,Energy,,R,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_167.png
1065,Luminous Energy,Energy,,U,"PAL, Paldea Evolved",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_191.png
1066,Martial Arts Dojo,Trainer,Stadium,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_179.png
1067,Power Plant,Trainer,Stadium,U,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_183.png
1068,Sea of Nothingness,Trainer,Stadium,U,"CIN, Crimson Invasion",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM4/SM4_EN_99.png
1069,Po Town,Trainer,Stadium,U,"BUS, Burning Shadows",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM3/SM3_EN_121.png
1070,Thunder Mountain,Trainer,Stadium,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_191.png
1071,Altar of the Moone,Trainer,Stadium,U,"GRI, Guardians Rising",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_117.png
1072,Training Court,Trainer,Stadium,U,"RCL, Rebel Clash",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH2/SWSH2_EN_169.png
1073,Tower of Waters,Trainer,Stadium,U,"BST, Battle Styles",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_138.png
1074,Mount Lanakila,Trainer,Stadium,U,"BUS, Burning Shadows",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM3/SM3_EN_118.png
1075,Brooklet Hill,Trainer,Stadium,U,"GRI, Guardians Rising",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_120.png
1076,Dark City,Trainer,Stadium,U,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_193.png
1077,Slumbering Forest,Trainer,Stadium,U,"UNM, Unified Minds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_207.png
1078,Viridian Forest,Trainer,Stadium,U,"TEU, Team Up",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_156.png
1079,Dust Island,Trainer,Stadium,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_168.png
1080,Turffield Stadium,Trainer,Stadium,U,"CPA, Champion's Path",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH2/SWSH2_EN_170.png
1081,Path to the Peak,Trainer,Stadium,U,"CRE, Chilling Reign",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_148.png
1082,Life Forest,Trainer,Stadium,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_180.png
1083,Mesagoza,Trainer,Stadium,U,"SVI, Scarlet & Violet",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_178.png
1084,Perilous Jungle,Trainer,Stadium,U,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_156.png
1085,Magma Basin,Trainer,Stadium,U,"ASR, Astral Radiance",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH9/SWSH9_EN_144.png
1086,Beach Court,Trainer,Stadium,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_167.png
1087,Calamitous,Trainer,Stadium,U,"PAL, Paldea Evolved",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_174.png
1088,Gapejaw Bog,Trainer,Stadium,U,"ASR, Astral Radiance",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH10/SWSH10_EN_142.png
1089,Festival Grounds,Trainer,Stadium,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_149.png
1090,Artazon,Trainer,Stadium,U,"PAL, Paldea Evolved",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_171.png
1091,Community Center,Trainer,Stadium,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_146.png
1092,Jamming Tower,Trainer,Stadium,U,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_153.png
1093,Faba,Trainer,Supporter,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_173.png
1094,Erika's Hospitality,Trainer,Supporter,R,"TEU, Team Up",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_140.png
1095,Plumeria,Trainer,Supporter,U,"BUS, Burning Shadows",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM3/SM3_EN_120.png
1096,Hapu,Trainer,Supporter,U,"UNM, Unified Minds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_200.png
1097,Ingo & Emmet,Trainer,Supporter,U,"TEU, Team Up",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_144.png
1098,Lillie,Trainer,Supporter,U,"UPR, Ultra Prism",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM5/SM5_EN_125.png
1099,Aether Foundation Employee,Trainer,Supporter,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_168.png
1100,Channeler,Trainer,Supporter,U,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_190.png
1101,Misty's Favor,Trainer,Supporter,U,"UNM, Unified Minds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_202.png
1102,Lana,Trainer,Supporter,U,"BUS, Burning Shadows",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM3/SM3_EN_117.png
1103,Morty,Trainer,Supporter,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_186.png
1104,Koga's Trap,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_177.png
1105,Green's Exploration,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_175.png
1106,Bill's Maintenance,Trainer,Supporter,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_126.png
1107,Lt. Surge's Strategy,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_178.png
1108,Hiker,Trainer,Supporter,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_133.png
1109,Underground Expedition,Trainer,Supporter,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_150.png
1110,Copycat,Trainer,Supporter,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_127.png
1111,Ultra Forest Kartenvoy,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_188.png
1112,Molayne,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_181.png
1113,Samson Oak,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_185.png
1114,Jasmine,Trainer,Supporter,U,"TEU, Team Up",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_145.png
1115,Whitney,Trainer,Supporter,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_193.png
1116,Janine,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_176.png
1117,Tate & Liza,Trainer,Supporter,U,"CES, Celestial Storm",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_148.png
1118,Korrina's Focus,Trainer,Supporter,U,"BST, Battle Styles",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_128.png
1119,Brock's Grit,Trainer,Supporter,U,"TEU, Team Up",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_135.png
1120,Cheryl,Trainer,Supporter,U,"BST, Battle Styles",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_123.png
1121,Leon,Trainer,Supporter,R,"VIV, Vivid Voltage",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_154.png
1122,Welder,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_189.png
1123,Bird Keeper,Trainer,Supporter,U,"DAA, Darkness Ablaze",SWSH,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH3/SWSH3_EN_159.png
1124,Lusamine,Trainer,Supporter,R,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_182.png
1125,Boss's Orders,Trainer,Supporter,R,"RCL, Rebel Clash",SWSH,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH2/SWSH2_EN_154.png
1126,Sabrina & Brycen,Trainer,Supporter,U,,SM,2,
1127,Klara,Trainer,Supporter,U,"CRE, Chilling Reign",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_145.png
1128,Karen's Conviction,Trainer,Supporter,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_144.png
1129,Agatha,Trainer,Supporter,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_129.png
1130,Doctor,Trainer,Supporter,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_134.png
1131,Team Yell Grunt,Trainer,Supporter,U,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_184.png
1132,Kahili,Trainer,Supporter,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_179.png
1133,Sightseer,Trainer,Supporter,U,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_189.png
1134,Mina,Trainer,Supporter,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_183.png
1135,Blue's Tactics,Trainer,Supporter,U,"UNM, Unified Minds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_188.png
1136,Cynthia,Trainer,Supporter,U,"UPR, Ultra Prism",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM5/SM5_EN_119.png
1137,Professor Sada's Vitality,Trainer,Supporter,U,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_170.png
1138,Professor's Research,Trainer,Supporter,R,"SSH, Sword & Shield",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_178.png
1139,Team Star Grunt,Trainer,Supporter,U,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_195.png
1140,Professor's Research,Trainer,Supporter,R,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_189.png
1141,Professor's Research,Trainer,Supporter,R,"SLG, Shining Legends",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH45/SWSH45_EN_60.png
1142,Marnie,Trainer,Supporter,R,"SSH, Sword & Shield",SWSH,8,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_169.png
1143,Burno,Trainer,Supporter,U,"BST, Battle Styles",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_121.png
1144,Giovanni's Exile,Trainer,Supporter,U,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_174.png
1145,Pokemon Fan Club,Trainer,Supporter,U,"UPR, Ultra Prism",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM5/SM5_EN_133.png
1146,Peony,Trainer,Supporter,U,"CRE, Chilling Reign",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_150.png
1147,Professor Elm's Lecture,Trainer,Supporter,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_188.png
1148,Zinnia's Resolve,Trainer,Supporter,U,"EVS, Evolving Skies",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH7/SWSH7_EN_164.png
1149,Apricorn Maker,Trainer,Supporter,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_124.png
1150,Jacq,Trainer,Supporter,U,"SVI, Scarlet & Violet",SV,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_175.png
1151,Roark,Trainer,Supporter,U,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_173.png
1152,Norman,Trainer,Supporter,U,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_168.png
1153,Parasol Lady,Trainer,Supporter,U,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_169.png
1154,Youngster,Trainer,Supporter,U,"SVI, Scarlet & Violet",SV,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_198.png
1155,Nemona,Trainer,Supporter,C,"SVI, Scarlet & Violet",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_180.png
1156,Clavell,Trainer,Supporter,C,"PAL, Paldea Evolved",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_177.png
1157,Judge,Trainer,Supporter,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_176.png
